id,nombre,promedio,estado
8522,Luis Montes Moreno,5.07,Aprobado
8523,Álvaro Iglesias Marín,3.32,Suspenso
8524,Olga Cuadrado Cordero,3.37,Suspenso
8525,Alberto Serrano Benítez,5.05,Aprobado
8526,Camila Delgado Peralta,7.17,Aprobado
8527,Yolanda Suárez Rubio,5.33,Aprobado
8528,Sergio Villalba Gutiérrez,7.5,Aprobado
8529,Paula Montoya Quintero,3.67,Suspenso
8530,Andrea Campos Cruz,4.2,Suspenso
8531,Victoria Campos Vicente,6.04,Aprobado
8532,Celeste Campos Romero,4.97,Suspenso
8533,Nicolás Delgado Valverde,3.43,Suspenso
8534,Raquel Domínguez Santos,4.6,Suspenso
8535,Juan Marín Morales,6.17,Aprobado
8536,Andrea Cuadrado Navarro,6.78,Aprobado
8537,Isabel Esteban Herrero,6.03,Aprobado
8538,Victoria Molina Vallejo,4.14,Suspenso
8539,Óliver Miranda Arias,4.72,Suspenso
8540,Noemí Cordero Mora,5.8,Aprobado
8541,Ernesto Segura Ramos,3.8,Suspenso
8542,Lidia Benítez Peralta,4.85,Suspenso
8543,Benjamín Peña Molina,3.02,Suspenso
8544,Álvaro Mesa Cuenca,6.92,Aprobado
8545,Patricia Figueroa Alemán,3.67,Suspenso
8546,Rubén Carrasco Pérez,4.47,Suspenso
8547,Víctor Bueno Santos,4.94,Suspenso
8548,Noemí Alemán Olivares,5.97,Aprobado
8549,Sergio Pérez de León Esteban,4.85,Suspenso
8550,Ismael Carrillo Calvo,5.07,Aprobado
8551,Fernando Prado Cuadrado,5.65,Aprobado
8552,Valeria Lozano Téllez,2.47,Suspenso
8553,Ismael Montes Román,4.85,Suspenso
8554,Isabel Iglesias Olivares,5.23,Aprobado
8555,Álvaro Mesa Santos,5.73,Aprobado
8556,Daniela Pacheco Pozo,8.57,Aprobado
8557,Rocío Calderón Palacios,5.96,Aprobado
8558,Rafael Rico Sánchez,4.45,Suspenso
8559,Mónica Quintero Ramos,6.5,Aprobado
8560,Andrés Navarro Navalón,3.67,Suspenso
8561,Enrique Palacios Pastor,4.68,Suspenso
8562,Laura Calderón Pérez,5.4,Aprobado
8563,Lidia Torres Serrano,3.64,Suspenso
8564,Olga Cordero Méndez,4.02,Suspenso
8565,Celeste Fuentes Vela,4.0,Suspenso
8566,Mario Medina Blanco,4.22,Suspenso
8567,Nicolás Delgado Osorio,2.27,Suspenso
8568,Andrés Ramos Vargas,4.1,Suspenso
8569,Álvaro Peralta Campos,3.2,Suspenso
8570,Sara Herrero Santos,4.82,Suspenso
8571,Lorena Caballero Cruz,6.0,Aprobado
8572,Cristina Sierra Delgado,5.98,Aprobado
8573,Mireia Ramos Esteban,5.73,Aprobado
8574,Carmen Bermúdez Alonso,4.28,Suspenso
8575,Gabriela Navarro Herrero,4.58,Suspenso
8576,Mireia Bravo Peralta,6.38,Aprobado
8577,Jorge Calderón Soto,5.44,Aprobado
8578,Andrés Rey Pastor,6.72,Aprobado
8579,Gema Gallardo Caballero,5.8,Aprobado
8580,Benjamín Alonso Soto,5.2,Aprobado
8581,Carlos Álvarez Medina,4.7,Suspenso
8582,Nicolás Ferrer Domínguez,6.76,Aprobado
8583,Silvia Álvarez Santos,0.77,Suspenso
8584,Ana Osorio Flores,4.48,Suspenso
8585,Pablo Rosales Bravo,8.6,Aprobado
8586,Lucía Mora López,4.92,Suspenso
8587,Javier Pastor Benítez,4.96,Suspenso
8588,Julia Aranda Valdés,3.37,Suspenso
8589,Iván Ferrer Pérez,5.95,Aprobado
8590,Julia Ramos Arroyo,2.33,Suspenso
8591,Nicolás Del Valle Campos,7.37,Aprobado
8592,Noelia Garrido Cebrián,2.44,Suspenso
8593,Santiago Sánchez Delgado,7.8,Aprobado
8594,Beatriz Reina Álvarez,5.58,Aprobado
8595,Carlos Soto Román,4.82,Suspenso
8596,Hugo Campos Flores,3.37,Suspenso
8597,Alberto Caballero Hernández,5.63,Aprobado
8598,Héctor Jiménez Castaño,3.38,Suspenso
8599,Francisco Téllez Vargas,3.5,Suspenso
8600,Javier Quintero Cordero,4.87,Suspenso
8601,Andrés Vallejo Lozano,6.33,Aprobado
8602,Cristina Álvarez Pérez,5.12,Aprobado
8603,Gema Rivas Salas,2.8,Suspenso
8604,Valeria Mesa Ramírez,6.38,Aprobado
8605,Álex Castaño Santos,4.83,Suspenso
8606,Raúl Ferrer León,4.44,Suspenso
8607,Joaquín Aguilar Téllez,7.2,Aprobado
8608,Esther Miranda Romero,4.67,Suspenso
8609,Rocío Román León,6.97,Aprobado
8610,Julia Bueno López,5.97,Aprobado
8611,Rubén Pinto Rivas,4.95,Suspenso
8612,Gema Vallejo Vega,4.17,Suspenso
8613,Ernesto Fuentes Mesa,3.77,Suspenso
8614,Rafael Pérez de León Peña,5.62,Aprobado
8615,Óscar Cruz Ramírez,5.87,Aprobado
8616,Óscar Cordero Fuentes,5.13,Aprobado
8617,Gema Cordero Gutiérrez,6.13,Aprobado
8618,Claudio Torres Pascual,4.63,Suspenso
8619,Marta Álvarez Camacho,4.48,Suspenso
8620,Ana Rubio Reyes,5.47,Aprobado
8621,Kevin Montoya Reyes,4.68,Suspenso
8622,Isabel Román Ortiz,4.33,Suspenso
8623,Elena Palma Álvarez,3.8,Suspenso
8624,Raúl Reina Mora,9.1,Aprobado
8625,Rubén Pozo Mesa,5.68,Aprobado
8626,Mireia Pinto Rosales,3.42,Suspenso
8627,Nicolás Calvo Torres,6.63,Aprobado
8628,Felipe Rey Arroyo,4.68,Suspenso
8629,Alejandro Jiménez Navalón,5.0,Aprobado
8630,Judit Serrano Alemán,5.2,Aprobado
8631,Eva Fuentes Cordero,4.33,Suspenso
8632,Julia Morales Pérez de León,3.15,Suspenso
8633,Beatriz Castaño Morales,4.12,Suspenso
8634,Santiago Navarro Vicente,6.8,Aprobado
8635,Camila Pérez de León Segura,6.94,Aprobado
8636,Francisco Navalón Morales,5.88,Aprobado
8637,Celeste Herrero Peña,3.2,Suspenso
8638,Raquel Cruz Cuadrado,5.15,Aprobado
8639,Juan Pinto Valverde,3.93,Suspenso
8640,Guillermo Durán Marín,6.43,Aprobado
8641,Valeria Cano Ferrer,6.55,Aprobado
8642,Alberto Estévez Vega,4.75,Suspenso
8643,César Segura Téllez,3.98,Suspenso
8644,Luis Vargas Herrero,5.66,Aprobado
8645,Santiago Fuentes Correa,5.63,Aprobado
8646,Irene Herrera Osorio,5.88,Aprobado
8647,Lucas Blanco Rubio,5.34,Aprobado
8648,Andrea Arroyo Estévez,5.68,Aprobado
8649,Benjamín Serrano Alcaraz,5.7,Aprobado
8650,Fabio Garrido Mora,5.28,Aprobado
8651,Ricardo Valverde Cebrián,6.38,Aprobado
8652,Alejandro Fuentes Santos,5.03,Aprobado
8653,Elisa Mesa Alonso,6.54,Aprobado
8654,Ricardo Navalón Torres,5.6,Aprobado
8655,Nuria Carrasco Pozo,5.1,Aprobado
8656,Raquel Ramírez Caballero,3.57,Suspenso
8657,Noemí Reina Hernández,6.6,Aprobado
8658,Fernando Molina Bueno,8.13,Aprobado
8659,Adrián Pinto Alonso,6.33,Aprobado
8660,Kevin Segura Olivares,4.8,Suspenso
8661,Elena Valdés Prado,4.88,Suspenso
8662,Joaquín Pérez Villar,3.06,Suspenso
8663,Rubén Benítez Santos,7.93,Aprobado
8664,Mireia Ramírez Caballero,4.67,Suspenso
8665,Yolanda Esteban Torres,5.84,Aprobado
8666,Alejandro Calvo Osorio,6.92,Aprobado
8667,Guillermo Serrano López,5.97,Aprobado
8668,Héctor López Soto,3.93,Suspenso
8669,Alba Lara Santos,1.86,Suspenso
8670,Kevin Cano Serrano,6.24,Aprobado
8671,Verónica Méndez López,8.08,Aprobado
8672,Sofía Cuenca López,4.8,Suspenso
8673,Judit Luna Olivares,3.32,Suspenso
8674,Rita Zamora Correa,5.6,Aprobado
8675,Iván Garrido Carrillo,6.0,Aprobado
8676,Rocío Vicente Gallardo,3.65,Suspenso
8677,Samuel Gallardo Reina,6.85,Aprobado
8678,Víctor Aranda Soler,7.44,Aprobado
8679,Nerea Herrero Ortiz,5.22,Aprobado
8680,Lourdes Delgado Calvo,4.28,Suspenso
8681,Eva Ruiz Pérez,6.87,Aprobado
8682,Ignacio Herrero Gutiérrez,3.25,Suspenso
8683,Juan Campos Arroyo,8.06,Aprobado
8684,Ricardo Vicente Sierra,7.08,Aprobado
8685,David Alonso Pacheco,4.78,Suspenso
8686,César Moreno Iglesias,4.78,Suspenso
8687,Rita Calderón Mesa,6.26,Aprobado
8688,Ismael Herrero Ruiz,3.4,Suspenso
8689,Raquel Blanco Rey,5.5,Aprobado
8690,Beatriz Téllez Campos,4.25,Suspenso
8691,Álvaro Iglesias Valdés,5.07,Aprobado
8692,Samuel Carrasco Moreno,5.15,Aprobado
8693,César Bueno Delgado,5.33,Aprobado
8694,Camila Miranda Flores,6.47,Aprobado
8695,Alba Pérez Téllez,5.62,Aprobado
8696,Lucas Garrido Valverde,4.47,Suspenso
8697,Alicia Mesa Montoya,5.78,Aprobado
8698,Laura Rey Osorio,4.78,Suspenso
8699,Alejandro Jiménez Téllez,7.44,Aprobado
8700,Rocío Bueno Espinosa,5.03,Aprobado
8701,Judit Osorio Villar,5.2,Aprobado
8702,Guillermo Rico Ramos,4.22,Suspenso
8703,Iván Ruiz Ramírez,3.5,Suspenso
8704,Clara Pozo Conde,5.83,Aprobado
8705,Sara Garrido Salas,6.1,Aprobado
8706,Óscar Gómez Bravo,3.6,Suspenso
8707,Guillermo Vallejo Cruz,5.02,Aprobado
8708,Juan Moreno Peralta,5.72,Aprobado
8709,Celeste Cebrián Flores,5.0,Aprobado
8710,Joaquín Ruiz Vargas,1.47,Suspenso
8711,Carmen Moreno Luna,3.9,Suspenso
8712,Héctor Soto Herrero,7.0,Aprobado
8713,Fabio Román Palma,6.27,Aprobado
8714,Mario Garrido Torres,3.37,Suspenso
8715,Irene Pérez Correa,4.33,Suspenso
8716,Yolanda Figueroa Pascual,3.8,Suspenso
8717,Samuel Segura Flores,4.57,Suspenso
8718,Esther Pizarro Peña,3.1,Suspenso
8719,Adela Cordero Cano,5.34,Aprobado
8720,Gema Domínguez Sánchez,4.67,Suspenso
8721,Daniela Alonso Vela,7.2,Aprobado
8722,Julia Luna Suárez,3.15,Suspenso
8723,Verónica Calderón Olivares,7.12,Aprobado
8724,Judit Reyes Ramos,5.97,Aprobado
8725,Ágata Conde Sierra,8.83,Aprobado
8726,Verónica Serrano Gutiérrez,5.37,Aprobado
8727,Rebeca Vega Marín,6.07,Aprobado
8728,Rafael Gallardo Montoya,7.67,Aprobado
8729,Andrés Estévez Camacho,5.58,Aprobado
8730,Lucas López Cebrián,3.35,Suspenso
8731,Laura Navalón Delgado,4.93,Suspenso
8732,Pablo Salas Olivares,4.7,Suspenso
8733,Rubén Rivas Prado,4.6,Suspenso
8734,Raquel Carrillo Pozo,5.33,Aprobado
8735,Samuel Palma Osorio,7.1,Aprobado
8736,Emilio Pérez de León Vega,6.25,Aprobado
8737,Rosa Villalba Ramírez,7.2,Aprobado
8738,Javier Rosales Martín,4.3,Suspenso
8739,Benjamín Hernández Herrero,4.07,Suspenso
8740,Patricia Lozano Conde,4.06,Suspenso
8741,Esther López Domínguez,6.3,Aprobado
8742,Noemí Mora Zamora,6.1,Aprobado
8743,Alejandro Santos Osorio,5.12,Aprobado
8744,Guillermo Cano Rubio,3.17,Suspenso
8745,Sara Ramos Reina,5.5,Aprobado
8746,Nicolás Conde Prado,5.07,Aprobado
8747,Andrés López Prado,4.9,Suspenso
8748,Noemí Del Valle Estévez,4.13,Suspenso
8749,Andrés Castaño Mesa,6.9,Aprobado
8750,Marta Hernández Ortiz,6.56,Aprobado
8751,Manuel López Sánchez,5.06,Aprobado
8752,Óscar Reyes Vega,8.32,Aprobado
8753,Ismael Domínguez Rico,4.72,Suspenso
8754,Fernando Conde Gil,5.6,Aprobado
8755,Daniel Montoya Campos,4.22,Suspenso
8756,Yolanda Valdés Téllez,5.78,Aprobado
8757,Rafael Montes Montoya,3.67,Suspenso
8758,Gema Romero Campos,3.93,Suspenso
8759,Javier Prado Medina,5.15,Aprobado
8760,Jorge Moreno Garrido,4.64,Suspenso
8761,Ricardo Carrasco Palma,7.47,Aprobado
8762,Ernesto Cebrián Morales,4.43,Suspenso
8763,Gema Estévez Cruz,8.22,Aprobado
8764,Lidia Luna Cordero,5.72,Aprobado
8765,Esther Rivas Arias,3.7,Suspenso
8766,Adela Téllez Iglesias,5.88,Aprobado
8767,Rubén Benítez Martín,5.75,Aprobado
8768,Yolanda Mora Correa,4.22,Suspenso
8769,David Román Martín,5.02,Aprobado
8770,Ana Jiménez Correa,4.4,Suspenso
8771,Nicolás Cruz Herrero,5.04,Aprobado
8772,Natalia Del Valle Fuentes,5.07,Aprobado
8773,Patricia Cebrián Vargas,6.15,Aprobado
8774,Rubén Esteban Cordero,5.28,Aprobado
8775,Yolanda Pinto Santos,6.0,Aprobado
8776,Óliver Cordero Suárez,1.43,Suspenso
8777,Claudio Suárez Segura,7.63,Aprobado
8778,Sofía Caballero Flores,6.4,Aprobado
8779,Alberto Caballero Serrano,5.98,Aprobado
8780,Alejandro Pizarro Rosales,6.33,Aprobado
8781,Andrés Valverde Campos,4.38,Suspenso
8782,Pablo Montoya Vega,7.78,Aprobado
8783,Mario Lara Reyes,2.82,Suspenso
8784,Mateo Rubio Vicente,4.85,Suspenso
8785,Claudio Delgado Rivas,4.1,Suspenso
8786,Claudio Peralta Cuadrado,4.53,Suspenso
8787,Carmen Jiménez Méndez,6.7,Aprobado
8788,Celeste Alemán Ruiz,4.2,Suspenso
8789,Alicia Rosales Román,6.02,Aprobado
8790,Adrián Jiménez Herrero,5.65,Aprobado
8791,Gabriela Osorio Gil,6.38,Aprobado
8792,Kevin Téllez Pérez,6.3,Aprobado
8793,Eva Herrero Pacheco,4.2,Suspenso
8794,Nicolás Pardo Calvo,2.87,Suspenso
8795,Irene Cano Caballero,6.2,Aprobado
8796,Álex Palma Herrero,4.87,Suspenso
8797,Yolanda Moreno Domínguez,7.37,Aprobado
8798,Cristina Cebrián Calvo,4.43,Suspenso
8799,Daniela Figueroa Calvo,4.33,Suspenso
8800,Lorena Zamora Valverde,6.9,Aprobado
8801,César Pastor Sánchez,4.88,Suspenso
8802,Alberto Jiménez Reyes,7.6,Aprobado
8803,David Palacios Rubio,5.52,Aprobado
8804,Álvaro Benítez Montoya,6.32,Aprobado
8805,Clara Correa Del Valle,7.08,Aprobado
8806,Ana Cuenca Pizarro,4.6,Suspenso
8807,Samuel Domínguez Iglesias,6.3,Aprobado
8808,Sofía Cebrián Pacheco,4.28,Suspenso
8809,Tomás Herrera Díaz,3.33,Suspenso
8810,Adrián Téllez Díaz,5.54,Aprobado
8811,Alicia López Quintero,5.47,Aprobado
8812,Adela Ramírez Torres,4.4,Suspenso
8813,Elisa Díaz Villalba,7.85,Aprobado
8814,Felipe Osorio Pastor,2.5,Suspenso
8815,Sara Pacheco Medina,4.4,Suspenso
8816,Hugo Soler Gallardo,6.45,Aprobado
8817,Mario Torres Rosales,4.3,Suspenso
8818,Raquel Rosales Molina,6.1,Aprobado
8819,Natalia Caballero Herrera,6.1,Aprobado
8820,Adela Vega Garrido,4.92,Suspenso
8821,Esther Peña Figueroa,7.36,Aprobado
8822,Sara Conde Vega,5.13,Aprobado
8823,Manuel Aranda Moreno,4.12,Suspenso
8824,Víctor Cordero Alemán,5.03,Aprobado
8825,Camila Delgado Cuadrado,6.73,Aprobado
8826,Alicia Arroyo Durán,4.92,Suspenso
8827,Carlos Montes Carrillo,5.25,Aprobado
8828,Fabio Cuenca Pérez,5.4,Aprobado
8829,Cristina Carrillo Pardo,4.94,Suspenso
8830,Lourdes Martín Correa,5.67,Aprobado
8831,Natalia Garrido Flores,7.87,Aprobado
8832,Raquel Alcaraz Sierra,6.13,Aprobado
8833,Felipe Ramos Espinosa,3.9,Suspenso
8834,Andrea Ortiz Torres,2.17,Suspenso
8835,Sofía López Bueno,4.8,Suspenso
8836,Verónica Alcaraz Mora,4.27,Suspenso
8837,Héctor Cuadrado Álvarez,2.18,Suspenso
8838,Carmen Mora Vallejo,4.93,Suspenso
8839,Blanca Prado Durán,3.23,Suspenso
8840,Judit Rey Vega,4.82,Suspenso
8841,Isabel Cordero Navarro,6.03,Aprobado
8842,Teresa Cruz Caballero,5.4,Aprobado
8843,Alicia Jiménez Blanco,4.1,Suspenso
8844,Fernando Delgado Segura,4.05,Suspenso
8845,Isabel Romero Molina,3.35,Suspenso
8846,Ana Calvo Garrido,7.2,Aprobado
8847,Daniel Vargas Zamora,6.43,Aprobado
8848,Laura Peña Rubio,6.42,Aprobado
8849,Judit Soler Benítez,6.67,Aprobado
8850,Pilar Segura Lozano,6.08,Aprobado
8851,Pablo León Vicente,4.37,Suspenso
8852,Nuria Navalón Serrano,5.23,Aprobado
8853,Victoria Alemán Pascual,2.63,Suspenso
8854,Elena Correa Prado,3.48,Suspenso
8855,Felipe Palacios Herrero,5.38,Aprobado
8856,Carlos Carrillo Montes,2.82,Suspenso
8857,Iván Estévez López,5.46,Aprobado
8858,Daniela Santos Cruz,5.3,Aprobado
8859,Nerea Cordero Montoya,6.45,Aprobado
8860,Rebeca Castaño Bermúdez,4.3,Suspenso
8861,Eva Romero Garrido,8.4,Aprobado
8862,Rubén Alonso Cuadrado,5.67,Aprobado
8863,Mateo Soler Arias,4.75,Suspenso
8864,David Mesa Conde,4.97,Suspenso
8865,Laura Aranda Montes,4.62,Suspenso
8866,Iván Cebrián Torres,6.38,Aprobado
8867,Alba Santos Caballero,5.37,Aprobado
8868,Raúl Mesa Villar,7.97,Aprobado
8869,Rebeca Ramos León,2.96,Suspenso
8870,César Ruiz Rubio,4.88,Suspenso
8871,Mireia Bravo Zamora,6.62,Aprobado
8872,Laura Flores Jiménez,4.23,Suspenso
8873,Javier Quintero Arias,5.62,Aprobado
8874,Raquel Correa Caballero,8.25,Aprobado
8875,Lorena Ortiz Ramos,6.12,Aprobado
8876,Iván Bermúdez Palma,3.28,Suspenso
8877,Lucas Bueno Rivas,6.33,Aprobado
8878,Alba Mora Serrano,1.5,Suspenso
8879,Ernesto Pacheco Palacios,5.3,Aprobado
8880,Juan Cano Ferrer,7.3,Aprobado
8881,Emilio Rivas López,8.1,Aprobado
8882,Elena Molina Aguilar,6.6,Aprobado
8883,Paula Valverde Díaz,4.0,Suspenso
8884,Hugo Campos López,5.76,Aprobado
8885,Ágata Mora León,4.48,Suspenso
8886,Javier Pérez Sánchez,4.1,Suspenso
8887,Fabio Pinto Morales,6.33,Aprobado
8888,Lucía Ruiz Rivas,6.22,Aprobado
8889,Adela Jiménez Espinosa,4.77,Suspenso
8890,Tomás Montoya Fuentes,4.12,Suspenso
8891,Eva Luna Herrero,6.25,Aprobado
8892,Lorena Reyes Sierra,4.8,Suspenso
8893,Rocío Castaño Román,4.17,Suspenso
8894,Beatriz Pastor Castaño,5.9,Aprobado
8895,Guillermo Alonso Espinosa,7.67,Aprobado
8896,Beatriz Hernández Sánchez,4.6,Suspenso
8897,Luis Espinosa Arroyo,5.65,Aprobado
8898,Rubén Fuentes Prado,2.77,Suspenso
8899,Manuel Pérez Vicente,4.63,Suspenso
8900,Rita Valdés Sierra,2.67,Suspenso
8901,Marta Lara Esteban,4.2,Suspenso
8902,Ágata Rico Peña,5.28,Aprobado
8903,Tomás Méndez Aguilar,4.38,Suspenso
8904,Tomás Segura Pérez,6.28,Aprobado
8905,Fabio Pérez Figueroa,5.08,Aprobado
8906,Candela Pacheco Mora,4.27,Suspenso
8907,Gabriela Ramírez Olivares,3.75,Suspenso
8908,Alberto Marín Santos,6.23,Aprobado
8909,Lourdes Pinto Zamora,5.88,Aprobado
8910,Cristina Cebrián Cuadrado,5.0,Aprobado
8911,Esther Román Mora,4.73,Suspenso
8912,Ana Pacheco Sánchez,4.97,Suspenso
8913,César Zamora Téllez,5.05,Aprobado
8914,Sara Alonso Campos,4.42,Suspenso
8915,Isabel Villalba Benítez,4.33,Suspenso
8916,Eva Del Valle Pacheco,5.02,Aprobado
8917,Noemí Aguilar Soto,3.77,Suspenso
8918,Judit Villar Vela,4.56,Suspenso
8919,Alicia Rosales Díaz,7.12,Aprobado
8920,Manuel Alcaraz Campos,4.96,Suspenso
8921,Lourdes Pérez Martín,5.1,Aprobado
8922,Natalia Suárez Álvarez,4.73,Suspenso
8923,Fernando Ferrer Mesa,3.6,Suspenso
8924,Beatriz Conde Ferrer,3.78,Suspenso
8925,Javier Gómez Fuentes,7.33,Aprobado
8926,Adela Villalba Rey,5.44,Aprobado
8927,Beatriz Mora Delgado,3.96,Suspenso
8928,Óliver Caballero Suárez,4.22,Suspenso
8929,David Pardo Segura,2.47,Suspenso
8930,Ismael Calvo Garrido,3.45,Suspenso
8931,Hugo Valdés Vega,5.65,Aprobado
8932,Manuel Camacho López,4.36,Suspenso
8933,Alejandro Aranda Peralta,6.24,Aprobado
8934,Gema Alcaraz Suárez,4.12,Suspenso
8935,Ricardo Benítez Gutiérrez,1.2,Suspenso
8936,Paula Hernández Garrido,4.44,Suspenso
8937,Santiago Vargas Benítez,4.88,Suspenso
8938,Gema Román Santos,5.83,Aprobado
8939,Marcos Ramos Reina,3.92,Suspenso
8940,Fabio Palma Rosales,5.24,Aprobado
8941,Rafael Iglesias Palma,6.4,Aprobado
8942,Óliver Cuenca Pérez de León,6.22,Aprobado
8943,Judit Salas Alemán,6.15,Aprobado
8944,Paula Gallardo Lozano,7.67,Aprobado
8945,Juan Montes Moreno,7.67,Aprobado
8946,Noemí Torres López,5.85,Aprobado
8947,Natalia Martín Moreno,4.96,Suspenso
8948,Héctor Ortiz Rico,4.14,Suspenso
8949,Daniel Pardo Lara,6.52,Aprobado
8950,Alba Bermúdez Cordero,5.7,Aprobado
8951,Héctor Aranda Peralta,4.03,Suspenso
8952,Rita Reina Carrillo,7.17,Aprobado
8953,Rosa Pérez de León Estévez,6.3,Aprobado
8954,Álvaro Cebrián Mora,5.53,Aprobado
8955,Ágata Montoya Olivares,5.98,Aprobado
8956,Joaquín Gómez Mesa,5.9,Aprobado
8957,Tomás Pascual Olivares,6.7,Aprobado
8958,Esther Conde Domínguez,1.87,Suspenso
8959,Patricia Durán Carrasco,3.1,Suspenso
8960,Sergio Campos Soler,5.12,Aprobado
8961,Pablo Montes Pacheco,3.38,Suspenso
8962,Marcos Reyes Vela,3.15,Suspenso
8963,Lidia Pastor Caballero,3.75,Suspenso
8964,Javier Moreno Segura,3.5,Suspenso
8965,Elena Martín Ortiz,2.98,Suspenso
8966,Victoria Romero Alemán,6.36,Aprobado
8967,Nicolás Vargas Suárez,6.92,Aprobado
8968,Javier Montes Durán,6.28,Aprobado
8969,Rosa Ramos Aranda,3.18,Suspenso
8970,Ismael Bueno Gallardo,5.72,Aprobado
8971,Carlos Palacios Romero,0.9,Suspenso
8972,Ernesto Navalón Martín,4.22,Suspenso
8973,Nerea Rey Montes,5.63,Aprobado
8974,Ernesto Medina Peña,4.95,Suspenso
8975,Ernesto Fuentes Espinosa,8.43,Aprobado
8976,Elisa Cuenca Correa,4.22,Suspenso
8977,Rita Villalba Pascual,2.6,Suspenso
8978,Gabriela Domínguez Lozano,6.27,Aprobado
8979,Manuel Camacho Fuentes,5.53,Aprobado
8980,César Díaz Pinto,7.07,Aprobado
8981,Juan Gallardo Molina,4.1,Suspenso
8982,Gema Miranda Gómez,4.73,Suspenso
8983,Benjamín Espinosa Arroyo,4.37,Suspenso
8984,Elisa Aguilar Palma,3.88,Suspenso
8985,Claudio Molina Vela,5.3,Aprobado
8986,Pilar Gómez Peña,4.03,Suspenso
8987,Guillermo Gallardo Del Valle,3.6,Suspenso
8988,Benjamín Miranda Rivas,6.44,Aprobado
8989,Camila Santos Durán,2.93,Suspenso
8990,Adela Gómez Romero,3.72,Suspenso
8991,Olga Blanco Durán,4.12,Suspenso
8992,Rita Cano Ruiz,5.83,Aprobado
8993,David Segura Vela,8.47,Aprobado
8994,Ernesto Rosales Mora,6.32,Aprobado
8995,Jorge Vargas Campos,4.1,Suspenso
8996,Candela Bermúdez Aguilar,8.2,Aprobado
8997,Marta Correa Marín,5.04,Aprobado
8998,Judit Díaz Miranda,4.3,Suspenso
8999,Enrique Segura Pérez de León,2.17,Suspenso
9000,Ernesto Segura Palacios,4.67,Suspenso
9001,Tomás Garrido Navalón,4.65,Suspenso
9002,Raquel Navalón Ramírez,4.48,Suspenso
9003,Álvaro Reina Romero,3.27,Suspenso
9004,Iván Ferrer Rubio,4.3,Suspenso
9005,Ágata Mora Ramírez,6.23,Aprobado
9006,Santiago Cebrián Alcaraz,5.9,Aprobado
9007,Gabriela Calvo Cebrián,5.33,Aprobado
9008,Eva Pardo Estévez,5.9,Aprobado
9009,Nerea Vallejo Peralta,5.27,Aprobado
9010,Tomás Valverde Correa,5.72,Aprobado
9011,Rebeca Iglesias Gil,5.97,Aprobado
9012,Beatriz Pinto Morales,6.66,Aprobado
9013,Gema Vega Alemán,4.2,Suspenso
9014,Mireia Peña Marín,3.73,Suspenso
9015,Iván Segura Olivares,3.88,Suspenso
9016,Rafael Lara Valdés,5.78,Aprobado
9017,Laura Santos Caballero,5.97,Aprobado
9018,Lorena Valverde Delgado,6.38,Aprobado
9019,Mario Montes Cano,5.8,Aprobado
9020,Gema Jiménez Herrero,5.82,Aprobado
9021,Óscar Rey Valverde,4.67,Suspenso
9022,Adrián Mesa Fuentes,1.93,Suspenso
9023,Iván Villalba Ortiz,3.77,Suspenso
9024,Eva Gil Alemán,5.28,Aprobado
9025,Rocío Montes Peralta,5.5,Aprobado
9026,Víctor Cano Soto,3.27,Suspenso
9027,Clara Villalba Bueno,4.92,Suspenso
9028,Ana Sierra Gallardo,5.96,Aprobado
9029,Patricia Reyes Iglesias,6.18,Aprobado
9030,Elena Prado Gil,4.52,Suspenso
9031,Claudio Carrillo Segura,5.27,Aprobado
9032,Felipe Navalón Quintero,3.58,Suspenso
9033,Marta Cano Hernández,4.83,Suspenso
9034,Pilar Alemán Román,3.32,Suspenso
9035,Yolanda Morales Pascual,4.55,Suspenso
9036,Rebeca Téllez Alonso,5.8,Aprobado
9037,Tomás Alonso Aranda,8.85,Aprobado
9038,Sofía Santos Álvarez,3.62,Suspenso
9039,Sofía Villalba Jiménez,4.83,Suspenso
9040,Ernesto Vicente Segura,3.93,Suspenso
9041,Ángel Álvarez Correa,3.75,Suspenso
9042,Ana Vargas Pastor,5.5,Aprobado
9043,Fernando Soler Díaz,3.98,Suspenso
9044,Sergio Cordero Osorio,7.23,Aprobado
9045,Alicia Santos Estévez,4.05,Suspenso
9046,Emilio Suárez Del Valle,5.95,Aprobado
9047,Rebeca Rico Alcaraz,8.43,Aprobado
9048,Felipe Villalba Iglesias,6.3,Aprobado
9049,Enrique Rivas Palacios,5.1,Aprobado
9050,Cristina Santos Medina,2.0,Suspenso
9051,Javier Del Valle Lara,4.9,Suspenso
9052,Elisa Peralta Reyes,3.92,Suspenso
9053,Rubén Jiménez Benítez,5.68,Aprobado
9054,Celeste Espinosa Figueroa,5.73,Aprobado
9055,Rosa Navalón Villar,6.32,Aprobado
9056,Alicia Ramírez Campos,4.23,Suspenso
9057,Enrique Vicente Medina,6.1,Aprobado
9058,Víctor Cordero Zamora,5.58,Aprobado
9059,Luis Rivas Morales,5.45,Aprobado
9060,Víctor Del Valle Bravo,5.08,Aprobado
9061,Beatriz Alonso Fuentes,6.4,Aprobado
9062,Adela Alonso Delgado,3.46,Suspenso
9063,Iván Conde Hernández,5.45,Aprobado
9064,Rosa Lozano Flores,2.72,Suspenso
9065,Enrique Figueroa Ruiz,5.08,Aprobado
9066,Juan Campos Domínguez,5.58,Aprobado
9067,Lourdes Soto Cuadrado,3.58,Suspenso
